person_id,name,alternate_names,sex,race,age,date_of_death,active_duty,veteran,military_service_details,occupation,occupation_sectors,prisoner,incident_id,case_abstract,incident_date,incident_date_approx,incident_year_range_beg,incident_year_range_end,city,county,state,geonames_id_city,geonames_id_county,geonames_id_state,location_type,allegation_against_victim,perp_group_police,perp_group_posse,perp_group_mob,perp_group_hate,coroner_inquest,exoneration,grand_jury,charge,arrest,trial,conviction,sentence,case_id_fbi,case_id_doj,alleged_perpetrators
1014,Therese Morgan,,f,African American,,10/28/33,,,,,,,42,"Jessie Strawman, under age 22, domestic laborer, was killed by unknown person(s) in 1933 in Arcadia, DeSoto County, Florida. She was killed with Jack Johnson, Leslie Mae Johnson, and Therese Morgan. Strawman had been strangled, as were the other two women. Jack Johnson had been bludgeoned to death. All had been shot in the back of the head. The bodies were found off a main highway.

Leslie Mae Johnson (1913-1933), a housekeeper, was killed by unknown person(s) in Arcadia, DeSoto County, Florida. She was killed with her brother Jack Johnson and with Jessie Strawman and Therese Morgan. Johnson had been strangled, as were the other two women. Jack had been bludgeoned to death. All had been shot in the back of the head. The bodies were found off a main highway.

Jack Johnson was killed by unknown person(s) in 1933 in Arcadia, DeSoto County, Florida. Jackson was killed with his sister Leslie Mae Johnson, Jessie Strawman, and Therese Morgan. The three women were apparently under the age of 22. Johnson had been bludgeoned to death; the women had been strangled. All had been shot in the back of the head. The bodies were found off a main highway.

Therese Morgan, under age 22, was killed by unknown person(s) in 1933 in Arcadia, DeSoto County, Florida. She was killed with Jack Johnson, Leslie Mae Johnson, and Jessie Strawman. Morgan had been strangled, as were the other two women. Jack Johnson had been bludgeoned to death. All had been shot in the back of the head. The bodies were found off a main highway.",10/28/33,,1933,1933,Arcadia,DeSoto County,Florida,4146206,4152927,4155751,public space - rural,winning too much at gambling; witnessing the killing of Jack Johnson,TRUE,,,,TRUE,,,,,,,,,,Hosea Ricks||Tilly Mansfield
215,Delmar Woolbright,,m,African American,16,,,,,,,,46,"Delmar Woolbright, 16, was killed in 1932 by George Varnes and Jarber Venson in Alachua County, Florida. Woolbright and his brother, Robert Woolbright, were shot while riding in a truck with Charlie Mashod, who had employed them without their parents’ consent. Two men who helped take the bodies from the truck and hide them in a lake nearby came forward and told the brothers’ father, John Woolbright about the killing.

Robert Woolbright, 20, was killed in 1932 by George Varnes and Jarber Venson in Alachua County, Florida. Woolbright and his brother, Delmar Woolbright, were shot while riding in a truck with Charlie Mashod, who had employed them without their parents’ consent. Two men who helped take the bodies from the truck and hide them in a lake nearby came forward and told the brothers’ father, John Woolbright about the killing.  ",,May-32,1932,1932,High Springs,Alachua County,Florida,4158595,4145709,4155751,public space - rural,,,,,,,,TRUE,,,,,,,,George Varnes||Jarber Venson
931,Robert Woolbright,Delmar Woolbright,m,African American,20,,,,,,,,46,"Delmar Woolbright, 16, was killed in 1932 by George Varnes and Jarber Venson in Alachua County, Florida. Woolbright and his brother, Robert Woolbright, were shot while riding in a truck with Charlie Mashod, who had employed them without their parents’ consent. Two men who helped take the bodies from the truck and hide them in a lake nearby came forward and told the brothers’ father, John Woolbright about the killing.

Robert Woolbright, 20, was killed in 1932 by George Varnes and Jarber Venson in Alachua County, Florida. Woolbright and his brother, Delmar Woolbright, were shot while riding in a truck with Charlie Mashod, who had employed them without their parents’ consent. Two men who helped take the bodies from the truck and hide them in a lake nearby came forward and told the brothers’ father, John Woolbright about the killing.  ",,May-32,1932,1932,High Springs,Alachua County,Florida,4158595,4145709,4155751,public space - rural,,,,,,,,TRUE,,,,,,,,George Varnes||Jarber Venson
3,A. C. Hopkins,,m,African American,39,9/7/47,,TRUE,World War II,laborer,building trades / construction,,47,"A.C. Hopkins (1907 - 1947), a laborer and WWII veteran, was killed by police officer Richard O. Wiegand in Miami-Dade County, Florida. Wiegand went into a Black neighborhood, where he claimed that Hopkins was causing a disturbance and refused to go home when told by the officer. Wiegand also claimed that Hopkins struck him with his fist and when a fight ensued, the officer shot Hopkins, alleging self-defense. Wiegand was charged with second degree murder. Trial jury acquitted.",9/7/47,,1947,1947,South Miami,Miami-Dade County,Florida,4173495,4164238,4155751,public space - urban,exhibiting drunkenness; resisting arrest; fighting a police officer,TRUE,,,,TRUE,FALSE,,,TRUE,TRUE,FALSE,,Miami 44-76,144-18-60,Richard O. Weigand
100,Boisey Potts,Boysey P. Potts||Boysie Potts,m,African American,44,5/24/40,,TRUE,World War I,grocer and/or carpenter,building trades / construction||professional,,49,"Boisey Potts (1895 - 1940), a widely known Florida merchant, World War I veteran and deacon of a local church, was killed by deputy sheriff Robert Lee in Leon County, Florida. Potts allegedly had accidentally smashed a sign on a local white lumber company’s property. When Potts returned home to get the money to pay for the damage, the police were called to Pott’s house. There, Lee shot Potts. Lee claimed self-defense.",5/24/40,,1940,1940,Tallahassee,Leon County,Florida,4174715,4161831,4155751,victim's home,damaging a sign belonging to a local lumber concern; resisting arrest,TRUE,,,,TRUE,TRUE,,,,,,,,,Clarence Pichard||Robert Lee
115,Canary Campbell,,m,African American,27,4/18/54,,,,,,,50,"Canary Campbell (1927 - 1954), a laborer, was killed by police officer Lucius Clark in Lake County, Florida. Clark claimed that after stopping Campbell’s car to inspect the driver’s license he shot Campbell because Campbell threatened him with a pair of pliers. Clark wascleared by a coroner’s jury.",4/18/54,,1954,1954,Tavares,Lake County,Florida,4174861,4161204,4155751,public space - urban,driving without a license; fleeing arrest; attacking a police officer,TRUE,,,,TRUE,TRUE,TRUE,,,,,,Miami 44-495||Bureau 44-7532,144-18-397,Lucius G. Clark
116,Cap Johnson,,m,African American,,,,,,,,,51,"Cap Johnson, about 50, died in 1932 in Hernando County, Florida. According to newspaper reports, Johnson was shot and drowned, a victim of lynching. Hernando County officials disputed the media accounts.",,,1932,1932,Brooksville,Hernando County,Florida,4148986,4158449,4155751,unknown - rural,,,,,,,,,,,,,,,,
137,Charles Milton Lewis,Charley M. Lewis,m,African American,34,2/5/50,,,,citrus worker,agricultural,,52,"Charles Milton Lewis, 34, citrus worker, died in 1950 in custody of police officers Hessie T. Lewis and Garland Moore in Polk County, Florida. Lewis was arrested by Lewis and Moore on a charge of drunkenness and put in jail. Lewis was found burning in the jail cell. He was taken to the hospital but died from third degree burns. An FBI investigation stated that Lewis’ clothing had caught fire from a cigarette he was smoking. ",2/4/50,,1950,1950,Auburndale,Polk County,Florida,4146389,4168988,4155751,carceral location,exhibiting drunkenness,TRUE,,,,,,,,,,,,Miami 44-185,144-18-144,Garland Moore||Hessie T. Lewis
172,Clifford Jackson,,m,African American,37,2/17/51,,,,roofer,building trades / construction,,53,"Clifford Jackson (1913 - 1951), a roofer, was killed by police officer Al St. John in Palm Beach County, Florida. Jackson and his wife, Rosie, were picked up by the police. While the police interviewed his wife, Jackson allegedly ran out of the station through a window. John chased after Jackson and fatally shot him in the back.",2/17/51,,1951,1951,Riviera Beach,Palm Beach County,Florida,4170174,4167510,4155751,public space - urban,fleeing from the police,TRUE,,,,,,,,,,,,,144-18-178,Al St. John
207,Dave Berieum,David Berium,m,African American,43,12/26/53,,TRUE,private first class,farm laborer,agricultural,TRUE,54,"Dave Berieum (1910 - 1953), a farm laborer and veteran, died in custody in Leon County, Florida. Berieum was arrested on a moonshining charge by state and federal beverage officers W. G. McMullen and J. C. Gerrell. The officers said they had subdued Berieum because he resisted arrest. They took Berieum to the hospital for treatment of head wounds but would neither deny nor confirm that Berieum received the injuries during the arrest. Berieum died in a hospital three days later. ",12/23/53,,1953,1953,,Liberty County,Florida,,4161925,4155751,unknown - rural,moonshining; resisting arrest,,,,,TRUE,TRUE,,,,,,,,144-17-78,W. G. McMullen||Jim Gerrell
212,David Myrick,,m,African American,29,,,,,employed in beer parlor or filling station,service,,55,"David Myrick, 29, employee in a beer parlor, was lynched in 1937 or 1938 in Pasco County, Florida. Myrick was found hanging from a tree. In November 1937, Myrick, while working in a bar, allegedly was “friendly” with a white female co-worker. His employer informed Myrick that a white man was going to shoot him. The boss told Myrick that he had arranged to have Myrick taken to Savannah, Georgia for his own protection. Myrick was never seen alive after that.
",,1937-11-19 or 1938-01-12,1937,1938,Dade City,Pasco County,Florida,4152695,4167895,4155751,,having interracial sex,,,,,,,,,,,,,,,
223,Detroit Robinson,,m,African American,25,8/17/47,,,,common laborer,laborer,,56,"Detroit Robinson (1922 – 1947), a laborer, was killed by off-duty police officer Thomas C. Cort, in Miami, Florida. Robinson was in the passenger seat of a car that nearly collided with the car that Cort was riding in. The officer shot Robinson. Cort was clear by a magistrate who ruled the shooting to be a  justifiable homicide.",8/17/47,,1947,1947,Miami,Miami-Dade County,Florida,4164138,4164238,4155751,public space - urban,being near a traffic accident,TRUE,,,,TRUE,TRUE,,,,,,,,,Thomas C. Cort
246,Eddie Amos,Eddie Amous||Willie Walker,m,African American,37,8/12/44,,,,,,,57,"Eddie Amos, 37, was killed in 1944 by police chief George Wiegand in Miami-Dade County, Florida. Amos was shot by Wiegand while fleeing on foot after the police chief had stopped the car in which he was riding with three companions. Trial jury acquitted.",8/12/44,before 1944-08-17,1944,1944,South Miami,Miami-Dade County,Florida,4173495,4164238,4155751,public space - urban,erratic driving,TRUE,,,,TRUE,FALSE,,,,TRUE,FALSE,,,144-18-60,George Weigand
260,Edward Allen,,m,African American,,,,,,,,,58,"Edward Allen, a Black youth, was killed in 1931 in Wakulla County, Florida. Five white youths allegedly beat him to death after their car and his got into an accident. Robert Caraway was tried as the principal offender; Bud Harris, Jack Crum, C.K. Saunders, and John Saunders were tried as accessories. Outcome unknown.",,,1931,1931,,Wakulla County,Florida,,4177321,4155751,,engaging in a fight following a car accident,,,,,,,,TRUE,,TRUE,,,,,C. K. Saunders||Bud Harris||John Saunders||Jack Crum||Robert Caraway||Bud Harris
279,Edward Williams,James Williams||Alexander Kirkland,m,African American,,,,,,,,,59,"Edward Williams was killed in 1937 in Ocala County, Florida. He had been held in Ocala County jail on charges of insulting two white women. His mother, Dinah Kirkland, stated that he was released from jail to a group of white men in a car and never heard from again. An essay on this case, researched and authored by a CRRJ student, is available on request.",,1937-05-24 or 1937-06-07,1937,1937,Ocala,Marion County,Florida,4166673,4163456,4155751,unknown - rural,hugging or stumbling into a white girl,,,,,,,,,,,,,,,
318,Eva Mae Phelts,Ava Mae Phelts||Eva May Phelts||Eva Mae Powell,f,African American,28,8/7/47,,,,,,TRUE,60,"Eva Mae Phelts (1919-1947) was killed by prison guard Shelly Rosier in Raiford State Prison Farm, Union County Florida. Phelts was serving a one-year prison term. A description in a Department of Justice file states that, as Phelts was working, Rosier knocked her to the ground and kicked her several times. Attempting to defend herself, Phelts called him a “Hitler son of a bitch.” Rosier then fatally shot her.",8/7/47,,1947,1947,Raiford,Union County,Florida,4169576,4176099,4155751,carceral location,attempting to escape; talking back to a guard,TRUE,,,,TRUE,TRUE,,,,,,,Miami 44-104,144-18-47,Shelly Rozier
346,Gerald Fitzsimons,Fred Fitzsimmons,m,African American,64,6/27/37,,,,laborer,laborer,,61,"Gerald Fitzsimons, age 64, a laborer, was killed in 1937 by unknown person(s) in Jacksonville, Duval County, Florida. Fitzsimons was a prominent church worker and leader in the Workers Alliance. According to newspapers, he was shot for sitting on a bench in front of a chicken house.",6/27/37,,1937,1937,Jacksonville,Duval County,Florida,4160021,4153840,4155751,public space - urban,sitting on a bench,,,,,,TRUE,,,,,,,,,
351,Frederick O'Neale,Frederick O'Neal,m,African American,16,7/14/37,,,,,,,62,"Frederick O’Neale (1921-1937), a schoolboy and Sunday school teacher, was killed by C.N. Robertson in Jacksonville, Duval County, Florida. Robertson was the superintendent of the Jacksonville municipal golf course. He fatally shot O’Neale on the golf course under disputed circumstances. The condition of O’Neale’s body indicated that he may have been tortured before being killed.",7/11/37,,1937,1937,Jacksonville,Duval County,Florida,4160021,4153840,4155751,public space - urban,crossing a municipal golf course,TRUE,,,,TRUE,TRUE,,,,,,,,,C. L. Robinson
409,Grant Johnson,,m,African American,,2/9/42,,,,storekeeper,professional,,63,"Grant Johnson, a store owner, was killed in 1942 by deputy sheriffs Strong and Pye in Perrine, Dade County, Florida. Strong and Pye often went to the Black community in Perrine to close down Black-owned businesses at the request of nearby white farmers. One day, when they ordered Johnson to close his store, Johnson allegedly refused. Strong and Pye then beat and shot him, and also injured Frances Burke, Johnson’s store partner. Johnson died in the hospital the next day.",2/8/42,,1942,1942,Perrine,Miami-Dade County,Florida,4168238,4164238,4155751,victim's workplace,refusing to close down his store,TRUE,,,,,,,,,,,,,144-18-6,[given name unknown] Strong||[given name unknown] Pye
